Geneid, SR10,SR09,SR18,SR13,SR16,SR07,SR17,SR14,SR15,SR12
100147744,0,0,0,0,0,0,0,0,0,0
5777,263,747,688,515,498,338,440,284,402,268
406985,0,0,0,0,0,0,0,0,0,0
406933,0,0,0,0,0,0,0,0,0,0
11331,2402,2296,2520,1835,1933,1273,7605,2041,1400,2368
677777,12,2,7,10,12,2,22,9,2,9
10436,398,802,579,399,416,253,765,347,289,357
10162,592,671,1141,795,791,451,1541,499,465,1012
716,26262,29529,18964,14623,12340,2470,8163,23977,18602,11860
715,14383,21264,37061,12471,2939,1597,7087,10263,7977,9590
51279,2045,751,1095,1163,536,273,1374,505,356,385
283314,115,88,84,106,46,85,290,49,33,59
83758,76,444,50,66,30,154,586,49,52,49
9746,1515,1810,950,593,801,1114,2235,1018,753,472
5830,1305,940,1174,689,997,402,1368,1038,718,557
341392,1,4,3,7,7,1,2,4,3,3
283316,168,267,319,491,103,65,178,228,405,185
9332,1445,2953,3346,2954,665,386,6035,1558,703,663
339,0,0,0,0,0,0,0,0,0,0
9573,0,0,0,0,1,0,0,4,2,0
359787,0,0,0,0,0,0,0,0,0,0
170482,3,2,5,3,0,5,3,1,2,0
360030,0,0,0,0,0,0,0,0,0,0
79923,0,1,1,1,0,0,0,1,0,1
144195,14,1,1,1,1,1,4,1,3,0
6515,631,232,245,121,78,478,3626,270,297,113
55810,777,586,852,590,586,457,879,603,401,404
719,314,315,834,337,91,183,462,286,201,160
25977,641,638,759,549,862,276,790,413,268,354
50856,66,35,101,62,18,16,81,57,58,15
642559,1,0,4,5,0,1,0,1,0,2
440077,0,0,0,0,1,1,0,0,0,0
440078,44,5,54,23,31,24,82,45,23,40
55138,24,5,59,13,14,1,48,24,26,16
653113,26,35,23,33,30,6,36,7,8,20
101927905,13,10,30,9,10,7,36,4,13,18
389634,0,0,2,1,0,1,1,0,1,0
93978,1,0,1,0,0,0,1,0,0,0
338339,1,0,0,0,0,0,6,4,0,1
26253,68,13,57,77,2,5,21,51,25,6
57379,0,0,1,1,0,0,0,0,0,0
8076,9,10,7,14,26,1,6,5,2,1
57494,964,925,636,761,685,397,1309,509,386,718
144568,2,20,0,5,2,18,2,3,1,0
1911,486,272,500,583,537,319,915,305,182,315
4074,990,1543,1145,908,1579,710,1514,1027,751,868
10219,43,14,32,72,11,15,18,36,31,40
253128,9,2,0,4,6,0,3,0,1,3
144571,103,116,66,129,112,66,43,78,59,74
2,56609,96123,62946,2435,1516,2025,5667,19317,5882,2056
5858,14,4,14,1,0,0,2,5,2,0
3,2,0,2,4,0,0,0,5,1,1
100422872,3,6,6,0,3,9,5,3,1,2
100499405,360,363,274,83,201,212,260,262,145,101
642846,39,59,22,73,112,24,167,47,5,5
101930452,2,0,0,0,2,0,2,0,1,0
101928030,0,1,0,0,0,0,0,0,0,0
728715,2,7,0,5,0,2,31,3,0,2
105369647,0,1,2,1,0,2,8,0,0,0
440081,30,35,20,60,30,31,177,23,8,15
105376678,1,0,0,1,0,0,1,1,0,0
408186,7,4,4,4,0,0,0,5,2,1
3820,513,77,167,254,19,64,12,165,172,92
374443,175,119,157,156,91,73,208,81,56,34
105369728,1,0,2,2,0,1,0,0,0,0
29121,337,102,207,192,37,79,314,82,78,80
160365,11,4,9,8,4,5,12,2,10,10
969,510,1474,228,151,10,68,120,41,90,61
51348,56,27,21,56,2,11,3,36,32,4
9976,1559,1143,916,226,15,520,1410,194,188,101
100431172,7,1,2,1,0,0,0,2,0,1
387836,0,1,0,0,0,0,0,0,0,0
100506159,0,0,2,0,0,0,0,0,0,0
160364,18,18,45,23,4,13,33,24,22,15
51266,0,1,3,2,0,0,2,1,2,0
387837,2,3,8,2,0,0,0,0,0,4
102724020,0,2,0,0,0,0,0,0,0,0
283420,42,48,84,33,5,0,2,123,138,1
51267,837,1553,1820,90,7,16,162,51,115,30
64581,102,79,324,97,20,34,196,131,116,19
4973,31,0,10,41,27,7,44,0,2,5
120939,1,10,2,1,5,14,15,0,1,4
23710,2753,1420,3009,2293,833,366,2219,2315,1910,958
3824,218,20,156,117,0,41,8,69,88,43
101928100,13,7,8,12,0,0,18,13,1,3
22914,2,0,5,0,1,0,0,0,0,1
100528032,0,0,2,1,0,0,0,0,0,0
8302,14,1,4,10,0,1,0,1,2,5
3823,31,2,44,44,0,5,1,1,7,9
3822,22,3,37,32,0,7,0,6,4,9
3821,72,17,59,53,3,12,1,22,28,11
10748,27,7,40,46,32,16,81,29,24,40
55110,311,393,351,242,271,177,594,298,172,229
55359,18,15,8,2,0,2,4,6,1,6
8531,1809,1019,2154,820,542,630,1868,980,838,754
105369660,10,0,1,2,0,3,10,3,2,3
101928162,0,0,0,0,0,0,0,0,0,0
50837,0,0,0,0,0,0,0,0,0,0
50836,0,0,0,0,0,0,0,0,0,0
50835,0,0,0,0,0,0,0,0,0,0
50839,0,0,0,0,0,0,0,0,0,0
11272,0,0,0,0,0,0,0,0,0,0
100533464,0,0,0,0,0,0,0,0,0,0
5554,0,0,0,0,0,0,0,0,0,0
50838,0,0,0,0,0,0,0,0,0,0
5555,1,0,0,0,0,1,0,0,0,0
50840,0,0,0,0,0,0,0,1,0,0
259296,0,0,0,0,0,0,0,0,0,0
259295,0,0,0,0,0,0,0,0,0,0
259294,0,0,0,0,0,0,0,0,0,0
259290,0,0,0,0,0,0,0,0,0,0
259292,0,0,0,0,0,0,0,0,0,0
259289,0,0,0,0,0,0,2,0,0,0
259293,0,0,0,0,0,0,0,0,0,0
100129361,2,1,0,1,0,0,0,0,0,0
353164,0,0,0,0,0,0,0,0,0,0
5544,0,0,0,0,0,0,0,0,0,0
5545,0,0,0,0,0,0,0,0,0,0
5542,0,0,0,0,0,0,0,0,0,0
653247,0,0,0,0,0,0,0,0,0,0
338817,93,22,55,41,29,17,27,22,12,55
2120,659,610,711,481,353,382,651,463,395,532
79370,10,67,5,13,0,0,2,5,5,1
100506248,20,17,30,14,15,23,14,5,5,14
103504734,0,0,0,0,0,1,0,0,0,0
4040,1157,978,988,856,2584,1069,1867,893,491,1062
54682,512,1799,1369,857,1203,515,366,1235,627,894
503693,75,84,61,98,103,33,101,55,55,113
118426,211,169,191,164,259,99,140,204,137,177
80824,1551,1309,1091,1297,986,531,1092,1167,610,1076
1389,972,1207,1242,722,837,646,759,1230,705,947
2842,16,11,9,18,14,11,291,8,0,106
1027,1907,1237,2486,2002,1025,1824,2821,1845,958,1332
81575,810,368,327,247,175,574,398,361,639,172
693198,0,0,0,0,0,0,0,0,0,0
51202,1108,1527,1243,907,1318,503,1518,1005,691,935
387841,4,5,5,7,2,6,26,2,4,2
9052,3,12,1,3,2,7,33,4,3,11
693199,0,0,0,0,0,0,1,0,0,0
55507,3,0,0,9,2,0,9,3,3,7
50865,1489,1106,1448,1909,1199,589,697,1957,1103,1597
100506314,4,0,1,128,44,0,36,148,64,44
93164,335,118,206,287,131,75,206,383,196,465
57613,368,282,295,778,788,215,254,463,256,468
83445,1,1,0,1,1,0,1,0,0,1
2012,2782,570,1917,1453,169,354,670,2008,882,734
283422,0,0,0,0,0,0,1,0,0,0
2904,1,0,0,0,0,0,0,0,0,0
55729,2609,1562,1702,1585,1897,1784,1685,2197,941,879
79887,4172,665,1989,1117,718,320,2294,3611,1532,1003
101928290,42,12,17,6,18,7,26,29,25,14
2984,46,11,19,18,11,15,37,46,25,22
105369669,26,9,5,22,22,4,25,17,12,7
121504,2,3,3,4,4,0,8,7,2,1
55766,1881,2947,1343,1249,4045,635,1860,1738,1004,961
144608,142,46,45,32,101,26,53,69,54,35
51729,4744,2496,2310,1878,4014,795,3260,2349,1618,1448
440087,850,495,195,37,197,5,18,284,151,81
420,6,0,1,0,0,1,1,0,0,2
4256,7154,2930,5512,1717,293,315,3249,7994,5930,2990
121506,272,29,108,77,8,3,19,124,88,139
397,2085,3053,2542,1784,554,566,3408,1289,2326,2363
5149,3,4,0,0,0,0,1,1,0,1
101928340,17,9,0,0,0,0,1,2,0,0
85004,918,872,164,35,259,5,202,860,53,18
100873980,1,0,0,0,0,0,0,0,0,0
5800,254,50,38,20,39,22,131,26,27,19
2059,9751,881,943,909,1143,310,1370,3495,778,223
11171,2937,2889,2434,1813,2591,1218,2911,2758,1697,1899
51071,424,231,346,301,292,262,260,237,136,137
729025,0,0,0,0,0,0,0,0,0,0
4257,2,6,3,7,2,23,25,5,2,26
55885,4,0,0,177,1,6,1,3,2,12
102724196,0,0,0,0,0,0,0,0,0,0
728622,99,90,141,91,33,103,86,104,72,66
100616279,0,0,0,0,0,0,0,0,0,0
79785,36,17,1,20,0,0,0,3,31,1
5288,4,0,0,1,0,0,0,0,6,0
89869,1,0,0,0,0,0,0,0,0,1
93661,0,0,0,0,0,0,0,0,0,0
54477,3042,2040,1702,2295,899,419,770,1820,1786,863
121536,829,1064,977,847,911,606,913,726,442,742
100506393,1,2,6,1,0,4,31,2,0,3
5139,5490,7313,27953,11606,2703,3274,6527,13435,4358,16246
53919,5,10,76,14,0,4,10,42,10,33
28234,0,0,0,0,0,0,0,1,1,0
338821,0,0,0,0,0,0,0,0,0,0
10599,0,1,1,0,16,0,0,0,0,2
6579,1,53,0,0,10,0,9,0,0,1
3375,0,0,0,0,1,0,0,0,0,0
79912,175,183,323,227,224,147,217,215,154,151
5965,767,941,853,676,882,451,925,764,445,536
51026,618,585,945,499,612,351,608,716,339,350
80763,24,0,0,64,1,0,0,9,41,11
2998,78,1,4,161,1,1,5,29,117,9
3945,7705,9333,6712,5813,7360,4446,12031,7562,5672,7811
3764,2448,267,515,426,294,156,24,806,918,836
10060,3405,1140,878,1406,1729,900,38,1242,1229,2204
55907,689,894,804,838,717,381,566,619,437,651
6489,127,2,18,7,1,1,1,5,28,223
9847,973,700,1089,1094,777,503,859,747,416,642
55500,580,567,514,554,631,272,518,379,210,300
101928441,0,0,0,0,0,0,0,0,0,0
6660,90,6,9,625,3,22,3,2,3,71
100126320,0,0,0,0,0,0,0,0,0,0
101928471,0,0,0,0,0,0,0,0,0,0
144360,0,0,0,0,0,1,0,0,0,0
586,62,166,185,224,99,306,1072,117,31,373
102724371,0,0,2,0,0,0,1,2,0,0
196415,0,0,0,0,0,0,0,0,0,0
645177,0,0,0,0,0,0,0,1,0,0
4033,101,94,120,117,25,30,57,106,120,33
55259,32,12,21,21,30,13,16,35,24,32
144363,372,391,289,298,373,305,176,331,210,270
3845,360,1025,747,473,1253,764,935,510,293,733
160492,0,0,0,0,0,0,0,0,0,0
100422897,0,0,0,0,0,0,0,0,0,0
100506451,62,61,26,34,62,23,51,39,38,46
11228,424,480,434,403,574,349,531,300,238,288
79365,49,24,19,2,75,91,72,10,5,78
8082,672,18,19,3,181,99,16,411,117,373
3709,876,797,513,498,1179,358,566,596,344,453
55726,351,756,317,337,589,283,733,400,265,270
26127,561,519,731,515,819,420,945,582,312,448
51768,1080,1388,927,655,1043,338,1029,849,575,941
9412,622,1030,842,772,691,360,321,732,320,564
728858,2,0,0,1,0,0,1,0,0,0
23012,583,833,573,375,1141,322,687,608,353,376
56938,57,54,84,13,17,36,73,36,24,34
101928646,0,0,0,0,0,0,0,0,0,0
341346,3,0,0,1,0,0,0,0,0,0
8496,2518,738,1211,905,882,312,1040,1026,838,1669
387849,8,2,4,12,1,0,74,2,8,6
60488,630,834,792,512,840,565,924,662,432,777
100287284,3,0,0,1,0,0,5,0,0,5
57542,1524,596,1269,861,478,794,947,1417,876,823
5744,63,7,40,9,2,24,20,252,254,21
55297,932,562,930,579,806,416,748,992,622,529
55711,95,67,91,100,65,163,107,122,52,203
100506606,15,1,22,28,7,9,10,17,8,6
51290,1092,1038,954,706,782,513,784,898,519,672
101055625,1,2,0,0,1,0,0,0,1,1
341350,2,1,1,0,0,0,2,1,0,0
83857,1540,1276,78,885,350,977,642,1438,687,300
10526,1660,1373,1699,1261,1700,893,1475,1483,796,922
65981,847,603,867,887,502,261,1013,1026,498,384
100287314,3,1,0,1,0,0,4,0,0,0
441631,282,27,18,234,1798,16,38,490,297,51
100506660,7,3,0,0,1,6,25,1,2,2
1663,215,204,222,200,182,251,473,132,90,105
144203,0,0,0,0,0,0,0,0,0,0
58516,0,8,1,4,3,0,2,0,0,1
79857,0,0,0,0,0,0,0,0,0,0
160518,775,278,405,438,599,171,700,602,375,609
100874249,1,4,1,1,1,0,2,1,2,0
254013,82,107,66,30,82,51,54,57,62,54
196394,266,137,286,224,242,117,414,198,156,184
440093,185,146,217,181,140,164,656,134,95,117
55196,1429,1090,1117,868,876,424,850,701,470,587
636,472,201,365,255,291,165,323,213,163,125
121512,454,68,906,1090,2587,45,292,247,204,252
10059,2251,2541,2255,1901,2392,1220,1808,2359,1280,1993
51067,291,361,235,197,314,142,361,209,128,202
5318,75,198,27,12,766,18,3,7,3,30
341359,37,1,1,2,0,0,0,0,44,45
84920,55,44,25,40,47,30,71,48,16,22
105369729,0,0,0,0,0,0,0,0,0,0
144245,108,120,113,139,71,200,224,114,67,92
144402,310,621,509,243,697,791,613,182,92,218
55605,308,605,561,391,432,243,5,358,204,168
225,172,25,82,90,2,35,0,201,121,55
283461,0,0,0,0,0,0,0,1,0,0
114134,1263,700,829,493,858,353,177,901,400,602
120892,1530,539,862,1039,185,384,71,979,434,357
283463,5,1,3,0,0,4,0,0,1,1
1272,289,608,2475,841,15,2102,0,4429,2783,6651
29951,525,0,181,565,0,8,0,0,234,372
283464,163,420,256,228,297,492,586,168,82,182
10138,298,420,426,460,379,512,374,355,222,215
85437,1102,1851,1292,917,1017,1476,1627,1181,758,1238
102467003,1,0,0,1,1,1,0,0,0,0
51535,889,1260,1271,953,1287,1067,1124,884,627,990
144165,535,49,651,503,219,293,1385,621,244,1637
101927058,0,0,0,0,0,0,0,0,0,0
80070,111,3,1,0,0,27,5,1376,12,8
83448,367,188,275,215,305,326,200,361,116,215
51135,684,965,896,585,858,616,546,694,306,526
5756,1907,1765,1299,981,3144,1727,1321,1272,579,3014
84216,1138,221,404,189,927,454,450,601,232,1294
4753,81,11,45,25,11,94,6,37,25,176
440097,0,0,0,0,0,0,0,0,0,0
83956,19,16,5,16,15,17,43,9,10,5
51054,22,41,27,39,30,22,55,24,13,31
196527,2136,2045,2077,1750,1704,3855,2931,1970,957,2643
400027,255,343,263,373,430,422,284,251,171,259
196528,1004,836,1043,1045,1051,1214,1196,885,418,663
9169,1866,2386,2119,1958,2461,2684,2669,1903,963,1610
105369970,1,0,0,0,0,1,0,1,1,0
81539,3032,4770,4317,4218,1779,7775,3820,3261,2383,5554
54407,1428,1538,1776,1459,1813,3164,4314,1118,650,1031
100288798,59,49,35,40,80,37,97,54,25,60
55089,208,8,0,1,4,3,15,0,0,15
347902,87,30,419,194,52,75,202,30,19,429
91523,119,54,152,86,25,23,76,57,49,121
100616486,0,0,0,0,0,0,0,0,0,0
100233209,58,25,35,36,9,9,30,17,31,22
100616478,0,0,0,0,0,0,0,0,0,0
79657,742,1112,898,830,929,767,1055,685,301,820
8909,41,51,22,59,1,23,60,34,3,7
10411,134,214,176,231,24,185,780,93,78,39
55652,543,1209,727,789,447,1095,647,621,386,676
51564,1957,2068,1849,1494,1831,1612,2297,1138,1016,1506
7421,396,13,47,5,10,24,216,18,17,12
79022,1184,2105,2420,1591,1923,2842,1772,2063,1250,1368
1280,2,29,5,1,8,0,380,0,0,14
29843,684,702,732,544,1096,976,885,514,310,360
5213,3726,5486,7904,5857,8266,2825,2646,3747,2097,4169
102466657,0,0,1,2,0,0,0,0,0,0
140461,910,1319,1505,1931,1388,858,867,905,650,724
387856,273,21,434,647,128,89,41,384,447,109
121275,2,1,2,4,3,10,12,1,4,5
341567,3,0,1,7,0,0,1,3,1,2
121274,1233,462,1737,1682,826,421,689,1240,731,338
121273,44,2,18,42,4,0,2,10,9,5
23519,0,0,0,0,0,0,0,1,0,0
341568,2,0,1,1,0,0,0,0,1,0
3906,0,0,0,0,0,0,1,0,0,0
54934,498,567,770,568,642,573,879,415,252,324
677815,1,1,0,0,0,1,0,0,0,0
100302221,0,0,0,0,0,0,0,0,0,0
677793,0,0,2,2,0,0,0,0,0,0
677794,0,0,0,0,0,0,1,0,0,0
904,710,1196,801,672,920,1081,1358,682,349,490
255411,0,0,0,0,0,0,0,0,0,0
112,1184,1010,1070,897,1519,1456,1413,797,627,674
100616262,0,1,1,0,1,0,1,0,0,0
100506125,3,1,3,2,0,6,16,4,0,2
784,484,827,894,475,1262,1536,1255,300,179,327
9416,2535,2795,2850,2186,2417,2851,4394,1682,1137,1655
27289,10,37,11,10,9,16,62,20,13,12
85478,30,18,21,18,9,30,11,34,59,36
51303,266,518,574,207,152,171,259,479,218,172
377,4327,12688,7636,5833,7609,6284,4157,5634,3831,5830
7480,5,3,5,8,1,9,23,0,0,4
7471,1,1,2,1,0,2,3,0,0,2
23109,0,0,1,2,5,6,20,0,0,5
5571,1660,1320,1625,1193,1285,1269,1687,1526,1024,1130
8085,2407,1983,2318,2081,2627,2419,3500,1989,1235,1508
121268,5,29,31,14,2,27,39,7,10,5
50846,7,7,2,1,2,0,3,10,11,0
55716,860,663,891,1123,690,611,1243,632,317,303
10376,5861,8399,6697,7095,14233,13100,20399,5758,3395,5921
7846,4524,4443,5056,3944,10593,2610,6386,4437,2832,4718
84790,653,1619,1104,1081,2167,1808,4477,662,495,472
101927267,0,0,0,1,0,0,13,0,1,0
5630,1,0,1,0,0,0,15,0,0,0
10024,60,51,48,43,36,151,909,28,14,14
338761,1,0,0,0,0,2,14,0,0,3
79962,34,431,8,35,319,361,226,3,1,139
65244,958,1040,935,644,1523,873,1500,520,298,424
100335030,3,1,6,6,10,7,26,2,1,3
23416,5,145,437,86,35,1027,276,30,13,89
10445,934,1410,1426,1073,1173,1178,1625,902,636,948
84070,29,45,20,24,17,53,58,21,11,26
25766,531,233,521,465,500,356,375,340,213,317
91010,2362,675,2197,1195,485,877,1537,1915,1164,275
7009,10671,16780,15328,9539,15721,17921,15425,10025,7594,9537
57701,613,452,847,469,762,467,972,659,324,292
100286844,30,22,15,22,19,11,39,15,15,10
144233,111,55,75,92,77,98,158,84,38,38
23017,447,195,174,198,4,743,183,493,398,34
283332,0,0,0,0,0,0,0,0,0,0
101927292,1,0,0,0,0,1,1,0,0,0
359,0,0,0,0,0,0,0,0,0,0
101927318,0,0,0,0,0,1,0,0,0,0
362,6,2,0,0,0,5,16,1,1,0
363,64,24,22,27,15,45,9,46,32,8
102723963,0,0,0,0,0,0,0,0,0,0
29127,687,904,356,707,548,1200,1673,462,244,164
41,356,83,225,214,60,292,439,274,209,26
6602,1003,1743,1367,1089,1233,1241,2009,841,611,665
2819,0,1,0,2,0,2,8,3,0,0
84987,551,935,908,669,392,438,748,623,457,514
91012,1100,1008,1423,1130,888,873,1858,832,632,501
51474,4696,2100,1955,2351,3559,2418,3756,1613,1011,919
100302220,0,0,0,0,0,0,0,0,0,0
121006,0,0,0,0,0,0,3,1,1,2
113251,876,936,719,533,956,863,834,552,282,316
57609,1098,1013,858,803,871,903,1940,859,488,609
466,566,542,343,299,477,399,399,327,196,243
283471,0,0,0,1,1,0,1,0,0,1
25840,3748,7795,7785,4276,3244,4546,965,5136,2043,5096
613227,1,1,7,4,0,7,7,2,0,0
4891,678,861,1065,788,984,660,1407,749,526,666
25875,574,684,490,629,423,631,2549,520,391,457
81566,1672,931,1510,1013,1696,1247,1463,1154,812,643
7024,1167,1089,829,767,1114,1012,1193,906,572,728
5463,459,156,660,449,121,462,389,695,277,333
9802,4936,7443,6444,4415,5033,5988,5712,4924,3401,6314
57228,40,77,30,28,69,47,389,22,27,35
51411,258,173,291,242,57,69,161,160,155,104
1990,1,0,0,1,0,0,1,1,1,0
11226,57,70,96,105,8,31,84,57,45,20
9498,1925,40,479,286,23,348,24,752,485,92
6334,27,39,26,53,5,80,36,19,9,127
401720,7,5,3,10,2,1,13,8,2,0
105369971,1,1,0,0,0,0,6,1,0,0
341405,0,0,0,1,1,13,7,0,0,0
94,303,360,2935,1272,2226,8231,3367,513,257,787
91,1043,584,1395,1640,982,834,1150,666,486,607
160622,315,91,455,122,240,267,653,159,213,56
3164,601,223,201,258,265,1146,1776,842,648,221
60673,497,959,1110,517,780,581,825,563,352,330
26628,0,1,7,0,0,1,558,3,0,5
144501,0,0,0,0,0,0,0,0,1,0
283403,0,0,0,0,0,0,0,0,0,0
283404,0,0,0,0,0,0,0,0,0,0
3855,2,1,1,4,2,1,4,5,3,25
3892,49,2,9,3,0,1,2,13,12,4
3887,45,0,2,4,0,0,5,8,7,6
3889,0,0,0,0,0,0,0,0,0,0
3891,0,0,0,0,0,0,0,0,0,0
3890,0,0,0,0,0,0,0,0,0,0
3888,1,0,0,0,0,0,0,0,0,1
9119,1,0,0,0,0,0,0,0,0,0
3854,0,2,0,0,0,0,0,0,0,0
286887,0,0,0,0,0,0,0,0,0,0
3853,0,1,0,0,0,0,0,0,0,3
3852,1,2,0,1,0,0,3,0,0,0
112802,0,0,0,0,0,0,0,0,0,0
121391,0,0,0,0,0,0,0,0,0,0
140807,0,0,0,0,0,0,0,0,0,2
319101,0,0,4,0,0,0,0,0,0,0
100127967,0,0,0,0,0,0,0,0,0,0
3849,1,0,4,1,0,0,1,0,3,0
3848,12,0,1,6,1,0,0,0,0,0
374454,0,0,0,0,0,0,0,0,0,0
51350,3,0,0,0,1,0,1,0,1,0
3850,5,0,0,0,0,0,0,0,1,1
3851,0,0,0,0,0,0,1,0,0,12
338785,0,0,0,0,0,0,1,0,0,0
196374,0,0,0,0,0,0,0,0,0,0
3856,4,130,54,19,1,11,296,3,6,25
3875,17,403,5,156,11,11,2260,4,0,39
1975,5409,5536,5460,4167,4557,5381,14113,3892,2205,3569
283335,152,55,82,69,78,104,264,73,57,25
23371,7205,4478,12058,12488,5768,6032,7569,7812,4259,2512
102466193,2,1,6,6,0,4,5,1,0,1
84926,2094,1788,2770,2354,1226,835,591,2390,1500,999
3489,43,11,93,37,11,20,507,88,34,58
8435,4,0,2,1,0,0,8,1,0,3
51380,325,87,384,441,208,287,448,229,148,211
283337,659,649,741,619,723,609,1274,611,406,402
3695,145,97,272,112,10,67,166,101,103,65
5916,121,111,158,48,41,52,344,134,95,107
84975,543,1209,894,446,1174,533,609,452,368,460
9700,65,132,58,251,91,220,1009,44,17,54
5204,5322,5560,6045,5417,3505,3354,9428,4963,3929,3931
60314,669,719,841,518,492,555,1436,598,504,626
8086,908,754,765,869,816,523,1638,482,318,519
121340,0,0,0,1,2,0,9,0,0,0
6667,1683,2632,2469,1891,1768,2513,2750,1547,921,1415
269,0,0,0,0,0,1,6,0,0,0
54458,1161,3465,2091,1536,1575,1597,1612,1130,858,1180
5094,6468,5143,5606,4418,5181,6381,14377,3938,3003,3433
102157401,4,1,2,2,4,1,11,1,0,1
7786,999,793,1191,1241,576,950,1493,670,418,504
6895,419,494,352,484,487,355,1107,204,171,339
8620,11,12,7,27,5,11,53,8,3,7
11016,1080,1381,887,1158,1031,1181,1045,615,363,631
100652999,0,1,0,1,0,0,0,0,0,0
517,2598,3626,2681,2758,2380,3252,6370,2102,1766,2895
57658,2014,2403,3981,3633,1734,1367,2523,2929,1776,1771
102216268,0,0,0,0,0,0,0,0,0,1
100874366,0,31,0,1,148,0,10,0,0,1
3229,0,222,0,7,835,37,53,0,0,7
3228,0,7,0,0,20,0,1,0,0,1
100124700,0,1636,0,16,816,679,166,0,0,189
3227,1,599,0,19,1321,418,170,1,0,376
100874365,0,65,0,2,162,56,18,0,0,38
3226,1,5310,0,47,6301,2467,458,2,1,3093
406973,0,0,0,0,0,0,1,0,0,0
100874364,3,24,2,1,25,34,2,0,0,18
100874363,0,19,0,6,12,13,28,0,0,14
3225,2,222,5,12,172,100,204,0,0,179
3224,0,364,0,45,526,96,14,0,0,412
3223,9,512,2,131,914,177,53,0,12,297
3221,205,218,169,263,563,211,59,178,245,490
3222,86,83,0,43,136,52,11,23,42,98
693200,0,1,0,0,0,0,0,0,0,0
440101,8,13,9,33,10,41,4,8,25,37
100240735,18,72,87,276,84,31,8,8,31,84
100240734,4,6,2,6,3,2,0,1,7,13
400043,740,1032,238,1736,236,21,9,457,974,2228
23583,446,731,499,284,387,239,740,278,200,238
23468,3863,2728,3350,3204,4301,6528,3277,3575,2013,3359
100616400,0,0,0,0,0,0,0,0,0,0
3178,7868,5441,4886,4944,5644,7608,13792,4105,2889,4707
4778,2,6,0,3,4,2,8,0,1,0
22818,1348,2033,1661,1092,1408,1312,1971,1227,821,1285
442892,0,0,0,1,0,0,0,0,0,0
53831,4,13,16,5,2,9,39,5,7,5
102724050,0,0,1,0,0,1,5,0,0,0
25946,1533,433,598,191,654,481,572,891,889,288
3678,701,680,955,429,1191,1106,3088,656,520,236
121355,6,6,3,10,790,2,242,4,2,8
3071,501,657,881,598,112,155,578,483,415,182
5153,211,33,331,941,24,68,56,6318,6216,91
5502,0,2,2,0,5,5,1,14,7,1
644076,0,0,0,0,0,0,0,0,0,0
90070,0,0,0,0,0,0,0,0,0,0
117159,0,0,0,0,0,0,0,0,0,0
118430,0,0,0,0,0,0,0,0,0,0
9840,135,23,89,50,4,14,9,42,36,31
58158,0,0,0,0,0,0,0,0,0,0
441639,0,0,0,0,0,0,0,0,0,0
121364,0,0,0,0,0,0,0,0,0,0
254783,0,0,0,0,0,0,0,0,0,0
283365,0,0,0,0,0,0,0,0,0,0
390321,0,0,0,0,0,0,0,0,0,0
254786,0,0,0,0,0,0,0,0,0,0
390323,0,0,0,0,0,0,0,0,0,0
403282,0,0,0,0,0,0,0,0,0,0
390326,0,0,0,0,0,0,0,0,0,0
341416,0,0,0,0,0,0,0,0,0,0
390327,0,0,0,0,0,0,0,0,0,0
403284,0,0,0,0,0,0,0,0,0,0
341418,0,0,0,0,0,0,0,0,0,0
121129,0,0,0,0,0,0,0,0,0,0
121130,0,0,0,0,0,0,0,0,0,0
196410,3,93,3,18,15,18,40,1,0,10
3679,90,47,66,60,109,140,129,74,102,67
100528022,0,0,0,0,0,0,0,0,0,0
2647,310,362,297,302,176,219,218,176,168,211
5959,4,1,2,6,1,1,14,0,0,2
967,12682,12262,14369,7556,13350,11604,12311,9416,7395,8187
10220,1330,466,1994,2018,3109,1640,2122,3180,1072,2910
84324,802,635,1054,859,547,525,1048,773,489,551
29095,247,451,371,275,401,327,435,231,168,230
85406,946,1188,976,680,1188,1100,1430,857,549,532
440104,192,143,133,134,199,150,449,79,65,176
4327,38,28,6,35,27,32,609,4,4,16
84305,330,306,454,275,379,334,543,292,192,264
102724112,12,29,13,15,3,8,30,10,8,7
1606,819,153,609,471,330,381,365,369,391,245
6490,97,40,41,25,93,413,65,17,17,318
1017,459,628,597,406,710,936,1144,246,138,193
5869,4652,6261,5930,4608,4365,3713,3837,4227,1637,4666
6821,838,890,994,750,1077,517,678,988,705,728
64375,1233,614,1033,1100,879,411,763,994,808,221
6231,647,841,834,1723,598,883,1170,684,834,1035
2065,15,1,7,47,0,3,9,2,2,2
5036,1958,2459,2715,2212,2421,2632,3780,1903,1312,1757
6171,1366,1200,1429,1382,1049,1059,2908,1286,934,769
84872,248,168,280,274,196,183,293,264,128,143
23344,2536,3204,3144,1917,2901,5015,2231,2868,1408,1809
140465,1096,650,969,785,1079,615,1807,866,624,828
4637,11625,11610,14336,15010,5758,9552,11520,12977,10615,9158
6601,2931,3259,3996,3418,2920,2801,3515,3181,1921,2060
100189152,0,0,0,0,0,0,0,0,0,0
10193,739,658,913,641,935,737,980,756,580,608
79035,566,633,722,597,383,596,1034,718,474,636
283375,0,1,0,5,2,3,5,0,1,4
283373,2112,1990,2388,1998,2649,1382,2003,2077,1641,1466
93058,218,151,203,165,130,296,250,316,194,202
1431,2266,2412,2082,1830,1789,3313,3925,1676,1229,2340
10330,1291,1482,1451,1101,1207,931,1488,1196,891,778
